CVR,Date,Product Number,Default Channel Grouping,Device Category,Number of Records,Region,Revenue,Sessions,Source,Transactions
0,4/22/2019,0,Paid Search,mobile,10,Tennessee,0,15,google,0
0.25,4/22/2019,26626,Paid Search,mobile,22,Texas,49.95000076,53,google,1
0,4/22/2019,0,Paid Search,mobile,5,Utah,0,6,google,0
0,4/22/2019,0,Paid Search,mobile,7,Virginia,0,8,google,0
0,4/22/2019,0,Paid Search,mobile,7,Washington,0,8,google,0
0,4/22/2019,0,Paid Search,mobile,2,Wisconsin,0,2,google,0
0,4/22/2019,0,Paid Search,tablet,1,California,0,1,google,0
0,4/22/2019,0,Paid Search,tablet,3,Colorado,0,3,google,0
0,4/22/2019,0,Paid Search,tablet,1,Connecticut,0,1,google,0
0,4/22/2019,0,Paid Search,tablet,3,Florida,0,3,google,0
0,4/22/2019,0,Paid Search,tablet,2,Georgia,0,3,google,0
0,4/22/2019,0,Paid Search,tablet,2,Indiana,0,2,google,0
0,4/22/2019,0,Paid Search,tablet,1,Kentucky,0,1,google,0
0,4/22/2019,0,Paid Search,tablet,2,Louisiana,0,2,google,0
0,4/22/2019,0,Paid Search,tablet,1,Michigan,0,1,google,0
0,4/22/2019,0,Paid Search,tablet,1,New Jersey,0,1,google,0
0,4/22/2019,0,Paid Search,tablet,2,New York,0,2,google,0
0,4/22/2019,0,Paid Search,tablet,3,North Carolina,0,3,google,0
0,4/22/2019,0,Paid Search,tablet,1,Ohio,0,1,google,0
0,4/22/2019,0,Paid Search,tablet,1,Tennessee,0,1,google,0
0,4/22/2019,0,Paid Search,tablet,4,Texas,0,4,google,0
0,4/22/2019,0,Paid Search,tablet,2,Virginia,0,3,google,0
0,4/22/2019,0,Paid Search,tablet,1,Washington,0,1,google,0
0,4/22/2019,0,Referral,desktop,1,Colorado,0,1,free.presidentialbuzz.com,0
0,4/22/2019,0,Referral,desktop,1,Fujian,0,1,incomekey.net,0
0,4/22/2019,0,Referral,desktop,1,Nevada,0,1,outlook.live.com,0
0,4/22/2019,0,Referral,desktop,5,North Carolina,0,5,dashboard.zopim.com,0
0,4/22/2019,0,Referral,mobile,1,Hawaii,0,1,frontpage.pch.com,0
0,4/22/2019,0,Social,mobile,2,Michigan,0,2,m.facebook.com,0
0,4/22/2019,0,Social,mobile,1,North Carolina,0,1,m.facebook.com,0
0,4/22/2019,0,Social,mobile,1,Quebec,0,1,m.facebook.com,0
0,4/22/2019,0,Social,mobile,1,Wisconsin,0,1,m.facebook.com,0
0,4/23/2019,0,Direct,desktop,7,California,0,9,(direct),0
1,4/23/2019,98028,Direct,desktop,3,Georgia,12,4,(direct),1
0,4/23/2019,0,Direct,desktop,3,Illinois,0,5,(direct),0
0,4/23/2019,0,Direct,desktop,1,Kvemo Kartli,0,2,(direct),0
0,4/23/2019,0,Direct,desktop,1,Maharashtra,0,1,(direct),0
0,4/23/2019,0,Direct,desktop,1,Massachusetts,0,1,(direct),0
0,4/23/2019,0,Direct,desktop,3,Michigan,0,3,(direct),0
0,4/23/2019,0,Direct,desktop,4,Mississippi,0,3,(direct),0
0,4/23/2019,0,Direct,desktop,3,New Jersey,0,3,(direct),0
0,4/23/2019,0,Direct,desktop,2,New York,0,3,(direct),0
3.5,4/23/2019,25621,Direct,desktop,9,North Carolina,241.0500021,11,(direct),5
0,4/23/2019,0,Direct,desktop,1,Pennsylvania,0,1,(direct),0
0,4/23/2019,0,Direct,desktop,2,Tbilisi,0,2,(direct),0
0,4/23/2019,0,Direct,desktop,2,Texas,0,2,(direct),0
0,4/23/2019,0,Direct,desktop,1,Vastra Gotaland County,0,1,(direct),0
0,4/23/2019,0,Direct,desktop,4,Virginia,0,3,(direct),0
0,4/23/2019,0,Direct,desktop,3,Wisconsin,0,3,(direct),0
1,4/23/2019,26626,Direct,mobile,3,Alabama,14.94999981,3,(direct),1
0.25,4/23/2019,18432,Direct,mobile,18,California,14.94999981,30,(direct),1
1,4/23/2019,98028,Direct,mobile,2,Connecticut,14.94999981,2,(direct),1
0,4/23/2019,0,Direct,mobile,3,District of Columbia,0,3,(direct),0
1,4/23/2019,25621,Direct,mobile,10,Florida,14.94999981,11,(direct),1
0.5,4/23/2019,26626,Direct,mobile,6,Georgia,9,11,(direct),1
0.5,4/23/2019,98028,Direct,mobile,12,Illinois,14.94999981,20,(direct),1
1,4/23/2019,25621,Direct,mobile,4,Indiana,5.139999866,3,(direct),1
0,4/23/2019,0,Direct,mobile,1,Kansas,0,1,(direct),0
0,4/23/2019,0,Direct,mobile,1,Karnataka,0,1,(direct),0
0,4/23/2019,0,Direct,mobile,3,Maryland,0,3,(direct),0
0,4/23/2019,0,Direct,mobile,2,Massachusetts,0,3,(direct),0
0,4/23/2019,0,Direct,mobile,6,Michigan,0,7,(direct),0
0,4/23/2019,0,Direct,mobile,1,Missouri,0,1,(direct),0
0,4/23/2019,0,Direct,mobile,1,Nevada,0,1,(direct),0
1,4/23/2019,18432,Direct,mobile,6,New York,44.95000076,6,(direct),1
0,4/23/2019,0,Direct,mobile,3,North Carolina,0,3,(direct),0
0,4/23/2019,0,Direct,mobile,9,Ohio,0,8,(direct),0
0,4/23/2019,0,Direct,mobile,4,Oregon,0,4,(direct),0
0,4/23/2019,0,Direct,mobile,3,Pennsylvania,0,3,(direct),0
0,4/23/2019,0,Direct,mobile,4,Rhode Island,0,3,(direct),0
0,4/23/2019,0,Direct,mobile,1,Tbilisi,0,1,(direct),0
0,4/23/2019,0,Direct,mobile,4,Tennessee,0,4,(direct),0
0.5,4/23/2019,26626,Direct,mobile,9,Texas,6,14,(direct),1
0,4/23/2019,0,Direct,mobile,2,Utah,0,2,(direct),0
0,4/23/2019,0,Direct,mobile,1,Virginia,0,1,(direct),0
0,4/23/2019,0,Direct,mobile,2,Washington,0,3,(direct),0
0,4/23/2019,0,Direct,mobile,4,Wisconsin,0,5,(direct),0
0,4/23/2019,0,Direct,tablet,1,California,0,2,(direct),0
0,4/23/2019,0,Organic Search,desktop,4,North Carolina,0,4,google,0
0,4/23/2019,18432,Organic Search,desktop,2,Alabama,95,1,google,1
0,4/23/2019,0,Organic Search,desktop,1,Arizona,0,1,google,0
0,4/23/2019,0,Organic Search,desktop,3,California,0,3,bing,0
0,4/23/2019,0,Organic Search,desktop,9,California,0,10,google,0
0,4/23/2019,26626,Organic Search,desktop,2,Colorado,340,1,google,1
0,4/23/2019,0,Organic Search,desktop,1,Connecticut,0,1,bing,0
0,4/23/2019,0,Organic Search,desktop,7,Florida,0,9,google,0
0,4/23/2019,0,Organic Search,desktop,1,Galicia,0,1,google,0
0,4/23/2019,0,Organic Search,desktop,1,Gauteng,0,1,google,0
0.5,4/23/2019,29744,Organic Search,desktop,5,Georgia,107.9400024,9,google,1
0,4/23/2019,0,Organic Search,desktop,1,Guangdong,0,1,google,0
0,4/23/2019,0,Organic Search,desktop,2,Gujarat,0,2,google,0
0,4/23/2019,0,Organic Search,desktop,1,Ile-de-France,0,1,google,0
1,4/23/2019,98028,Organic Search,desktop,3,Illinois,276,3,google,1
0,4/23/2019,0,Organic Search,desktop,1,Indiana,0,1,bing,0
0,4/23/2019,0,Organic Search,desktop,1,Indiana,0,1,google,0
0,4/23/2019,0,Organic Search,desktop,1,Jakarta,0,1,google,0
0,4/23/2019,0,Organic Search,desktop,3,Karnataka,0,3,google,0
0,4/23/2019,0,Organic Search,desktop,4,Kentucky,0,5,google,0
0,4/23/2019,0,Organic Search,desktop,1,KwaZulu-Natal,0,1,google,0
0,4/23/2019,0,Organic Search,desktop,3,Michigan,0,3,google,0
0,4/23/2019,0,Organic Search,desktop,3,Minnesota,0,3,google,0
0,4/23/2019,0,Organic Search,desktop,1,Mississippi,0,1,google,0
0,4/23/2019,0,Organic Search,desktop,1,Montana,0,1,google,0
0,4/23/2019,0,Organic Search,desktop,1,New Hampshire,0,1,bing,0
0,4/23/2019,0,Organic Search,desktop,1,New Jersey,0,1,google,0
0,4/23/2019,0,Organic Search,desktop,1,New South Wales,0,1,google,0
1,4/23/2019,18432,Organic Search,desktop,2,New York,149.8500061,2,google,1
1,4/23/2019,29744,Organic Search,desktop,10,North Carolina,4.400000095,16,google,1
0,4/23/2019,0,Organic Search,desktop,1,North Dakota,0,1,google,0
0,4/23/2019,0,Organic Search,desktop,4,Ohio,0,4,bing,0
0,4/23/2019,0,Organic Search,desktop,3,Ohio,0,3,google,0
0,4/23/2019,0,Organic Search,desktop,3,Oklahoma,0,3,google,0
0,4/23/2019,0,Organic Search,desktop,2,Ontario,0,1,google,0
0,4/23/2019,0,Organic Search,desktop,1,Oregon,0,1,google,0
0,4/23/2019,0,Organic Search,desktop,2,South Carolina,0,2,google,0
0,4/23/2019,0,Organic Search,desktop,2,Tbilisi,0,2,google,0
0,4/23/2019,0,Organic Search,desktop,1,Tennessee,0,1,google,0
0,4/23/2019,0,Organic Search,desktop,2,Texas,0,2,bing,0
0,4/23/2019,0,Organic Search,desktop,3,Texas,0,3,google,0
0,4/23/2019,0,Organic Search,desktop,1,Texas,0,1,yahoo,0
0,4/23/2019,0,Organic Search,desktop,1,Utah,0,1,google,0
0,4/23/2019,0,Organic Search,desktop,1,Virginia,0,1,google,0
0,4/23/2019,0,Organic Search,desktop,2,Washington,0,2,google,0
0,4/23/2019,0,Organic Search,desktop,3,Wisconsin,0,3,google,0
0,4/23/2019,0,Organic Search,desktop,1,Zeeland,0,1,google,0
0,4/23/2019,0,Organic Search,mobile,1,Arizona,0,1,google,0
0.5,4/23/2019,26626,Organic Search,mobile,6,California,29.89999962,12,google,2
0,4/23/2019,0,Organic Search,mobile,2,Connecticut,0,1,google,0
0,4/23/2019,0,Organic Search,mobile,2,District of Columbia,0,2,google,0
0,4/23/2019,0,Organic Search,mobile,1,Florida,0,1,bing,0
1,4/23/2019,18432,Organic Search,mobile,5,Florida,246.1300049,5,google,1
0,4/23/2019,0,Organic Search,mobile,7,Georgia,0,10,google,0
0,4/23/2019,0,Organic Search,mobile,5,Indiana,0,7,google,0
0,4/23/2019,0,Organic Search,mobile,2,Iowa,0,1,google,0
0,4/23/2019,0,Organic Search,mobile,1,Maryland,0,1,google,0
0,4/23/2019,98028,Organic Search,mobile,5,Michigan,94.87999725,4,google,1
0,4/23/2019,0,Organic Search,mobile,3,Missouri,0,2,google,0
0,4/23/2019,0,Organic Search,mobile,3,New Jersey,0,3,google,0
0,4/23/2019,98028,Organic Search,mobile,4,New York,26.95000076,3,google,1
0,4/23/2019,0,Organic Search,mobile,2,North Carolina,0,2,google,0
0,4/23/2019,0,Organic Search,mobile,3,Ohio,0,4,google,0
0,4/23/2019,0,Organic Search,mobile,1,Oklahoma,0,1,google,0
0,4/23/2019,0,Organic Search,mobile,1,Oregon,0,1,google,0
0,4/23/2019,26626,Organic Search,mobile,4,Pennsylvania,39.95000076,4,google,1
0,4/23/2019,0,Organic Search,mobile,2,Sharjah,0,1,google,0
0,4/23/2019,0,Organic Search,mobile,2,South Carolina,0,2,google,0
0,4/23/2019,0,Organic Search,mobile,2,Texas,0,2,bing,0
0,4/23/2019,26626,Organic Search,mobile,11,Texas,6,12,google,1
0,4/23/2019,0,Organic Search,mobile,1,Virginia,0,1,google,0
0,4/23/2019,0,Organic Search,tablet,1,Berlin,0,1,google,0
0,4/23/2019,0,Organic Search,tablet,1,California,0,1,google,0
0,4/23/2019,0,Organic Search,tablet,1,Maryland,0,1,google,0
0,4/23/2019,0,Organic Search,tablet,6,Missouri,0,5,google,0
0,4/23/2019,0,Organic Search,tablet,1,North Carolina,0,1,bing,0
0,4/23/2019,0,Organic Search,tablet,1,Pennsylvania,0,1,google,0
0,4/23/2019,0,Organic Search,tablet,2,Texas,0,2,google,0
0,4/23/2019,0,Paid Search,desktop,1,Arizona,0,1,google,0
0,4/23/2019,0,Paid Search,desktop,3,California,0,3,google,0
0,4/23/2019,0,Paid Search,desktop,1,Colorado,0,1,google,0
0,4/23/2019,0,Paid Search,desktop,1,Georgia,0,1,google,0
0,4/23/2019,0,Paid Search,desktop,1,Illinois,0,2,google,0
0,4/23/2019,0,Paid Search,desktop,1,Iowa,0,1,google,0
0,4/23/2019,0,Paid Search,desktop,1,Kansas,0,1,google,0
0,4/23/2019,0,Paid Search,desktop,1,Louisiana,0,1,google,0
0,4/23/2019,0,Paid Search,desktop,1,Maine,0,1,google,0
0,4/23/2019,0,Paid Search,desktop,1,Maryland,0,1,google,0
0,4/23/2019,0,Paid Search,desktop,1,Massachusetts,0,1,google,0
0,4/23/2019,0,Paid Search,desktop,1,Michigan,0,1,google,0
0,4/23/2019,0,Paid Search,desktop,5,New York,0,3,google,0
0,4/23/2019,0,Paid Search,desktop,1,North Carolina,0,1,google,0
0,4/23/2019,0,Paid Search,desktop,1,South Carolina,0,1,google,0
0,4/23/2019,0,Paid Search,desktop,1,Tennessee,0,1,google,0
0,4/23/2019,0,Paid Search,desktop,5,Texas,0,7,google,0
0,4/23/2019,0,Paid Search,desktop,1,Virginia,0,1,google,0
0,4/23/2019,0,Paid Search,desktop,2,Wisconsin,0,2,google,0
0,4/23/2019,0,Paid Search,mobile,5,Alabama,0,6,google,0
0,4/23/2019,0,Paid Search,mobile,10,Arizona,0,14,google,0
0,4/23/2019,0,Paid Search,mobile,3,Arkansas,0,3,google,0
0,4/23/2019,0,Paid Search,mobile,23,California,0,69,google,0
0,4/23/2019,0,Paid Search,mobile,5,Colorado,0,6,google,0
0,4/23/2019,0,Paid Search,mobile,2,Connecticut,0,2,google,0
0,4/23/2019,29744,Paid Search,mobile,9,District of Columbia,89.90000153,10,google,1
0.5,4/23/2019,26626,Paid Search,mobile,17,Florida,100.9400024,35,google,1
0,4/23/2019,0,Paid Search,mobile,20,Georgia,0,35,google,0
0,4/23/2019,0,Paid Search,mobile,2,Hawaii,0,3,google,0
0,4/23/2019,0,Paid Search,mobile,2,Idaho,0,2,google,0
0,4/23/2019,0,Paid Search,mobile,9,Illinois,0,15,google,0
0,4/23/2019,0,Paid Search,mobile,6,Indiana,0,6,google,0
0,4/23/2019,0,Paid Search,mobile,3,Iowa,0,3,google,0
0,4/23/2019,0,Paid Search,mobile,3,Kansas,0,4,google,0
0,4/23/2019,0,Paid Search,mobile,7,Kentucky,0,8,google,0
0,4/23/2019,0,Paid Search,mobile,3,Louisiana,0,3,google,0
0,4/23/2019,0,Paid Search,mobile,1,Maryland,0,1,google,0
0,4/23/2019,0,Paid Search,mobile,9,Massachusetts,0,11,google,0
1,4/23/2019,98028,Paid Search,mobile,12,Michigan,60.65999985,22,google,1
0,4/23/2019,0,Paid Search,mobile,5,Minnesota,0,5,google,0
0,4/23/2019,0,Paid Search,mobile,1,Mississippi,0,1,google,0
0,4/23/2019,0,Paid Search,mobile,8,Missouri,0,10,google,0
0,4/23/2019,0,Paid Search,mobile,5,Nebraska,0,6,google,0
0,4/23/2019,0,Paid Search,mobile,4,Nevada,0,5,google,0
0,4/23/2019,0,Paid Search,mobile,1,New Hampshire,0,1,google,0
0,4/23/2019,0,Paid Search,mobile,11,New Jersey,0,25,google,0
0,4/23/2019,0,Paid Search,mobile,1,New Mexico,0,1,google,0
0.533333333,4/23/2019,26626,Paid Search,mobile,19,New York,6,36,google,2
1.5,4/23/2019,18432,Paid Search,mobile,11,North Carolina,97.93000031,23,google,2
1,4/23/2019,29744,Paid Search,mobile,12,Ohio,44.95000076,15,google,1
0,4/23/2019,0,Paid Search,mobile,5,Oklahoma,0,5,google,0
0,4/23/2019,0,Paid Search,mobile,9,Oregon,0,12,google,0
1,4/23/2019,98028,Paid Search,mobile,10,Pennsylvania,171.5200005,16,google,2
0,4/23/2019,0,Paid Search,mobile,2,Rhode Island,0,2,google,0
0,4/23/2019,0,Paid Search,mobile,2,Riyadh Province,0,2,google,0
0,4/23/2019,0,Paid Search,mobile,7,South Carolina,0,10,google,0
0,4/23/2019,0,Paid Search,mobile,3,South Dakota,0,3,google,0
0,4/23/2019,0,Paid Search,mobile,10,Tennessee,0,17,google,0
1,4/23/2019,18432,Paid Search,mobile,22,Texas,49.95000076,73,google,1
0,4/23/2019,0,Paid Search,mobile,2,Utah,0,2,google,0
0,4/23/2019,0,Paid Search,mobile,8,Virginia,0,9,google,0
1,4/23/2019,18432,Paid Search,mobile,12,Washington,44.95000076,13,google,1
0,4/23/2019,0,Paid Search,mobile,6,Wisconsin,0,6,google,0
0,4/23/2019,0,Paid Search,mobile,2,Wyoming,0,2,google,0
0,4/23/2019,0,Paid Search,tablet,1,Arizona,0,1,google,0
0,4/23/2019,0,Paid Search,tablet,1,California,0,1,google,0
0,4/23/2019,0,Paid Search,tablet,1,Georgia,0,1,google,0
0,4/23/2019,0,Paid Search,tablet,1,Illinois,0,1,google,0
0,4/23/2019,0,Paid Search,tablet,2,Maryland,0,2,google,0
0,4/23/2019,0,Paid Search,tablet,3,Mississippi,0,3,google,0
0,4/23/2019,0,Paid Search,tablet,2,Missouri,0,4,google,0
0,4/23/2019,0,Paid Search,tablet,1,Ohio,0,1,google,0
0,4/23/2019,0,Paid Search,tablet,1,Pennsylvania,0,1,google,0
0,4/23/2019,0,Paid Search,tablet,2,South Carolina,0,2,google,0
0,4/23/2019,0,Paid Search,tablet,2,Washington,0,2,google,0
0,4/23/2019,0,Referral,desktop,4,Colorado,0,4,free.presidentialbuzz.com,0
0,4/23/2019,0,Referral,desktop,2,North Carolina,0,2,accounts.google.com,0
0.5,4/23/2019,98028,Referral,desktop,7,North Carolina,6,8,dashboard.zopim.com,1
0,4/23/2019,0,Referral,desktop,1,North Carolina,0,1,zendesk.com,0
0,4/23/2019,0,Referral,desktop,2,Ohio,0,2,outlook.live.com,0
0,4/23/2019,0,Referral,desktop,1,Queensland,0,1,search.1and1.com,0
0,4/23/2019,0,Referral,mobile,2,New York,0,1,inbrowserapp.com,0
0,4/23/2019,0,Referral,mobile,1,Tennessee,0,1,accounts.google.com,0
0,4/23/2019,0,Social,mobile,4,Alaska,0,8,m.facebook.com,0
0,4/23/2019,0,Social,mobile,1,Arizona,0,1,m.facebook.com,0
0,4/23/2019,0,Social,mobile,1,Arkansas,0,1,m.facebook.com,0
0,4/23/2019,0,Social,mobile,4,California,0,10,m.facebook.com,0
1,4/23/2019,98028,Social,mobile,3,District of Columbia,69,2,m.facebook.com,1
0,4/23/2019,0,Social,mobile,1,England,0,1,m.facebook.com,0
0,4/23/2019,0,Social,mobile,1,Illinois,0,1,m.facebook.com,0
0,4/23/2019,0,Social,mobile,1,North Carolina,0,1,l.facebook.com,0
0,4/23/2019,0,Social,mobile,3,Texas,0,3,m.facebook.com,0
0,4/23/2019,0,Social,mobile,1,Virginia,0,1,m.facebook.com,0
0,4/23/2019,0,Social,mobile,1,Washington,0,1,m.facebook.com,0
0,4/23/2019,0,Social,mobile,1,Wisconsin,0,1,m.facebook.com,0
0,4/23/2019,0,Social,tablet,1,Alaska,0,1,m.facebook.com,0
0,4/24/2019,0,Direct,desktop,2,Alaska,0,2,(direct),0
0,4/24/2019,0,Direct,desktop,4,California,0,4,(direct),0
0,4/24/2019,0,Direct,desktop,1,Dubai,0,1,(direct),0
0,4/24/2019,0,Direct,desktop,1,Florida,0,1,(direct),0
0,4/24/2019,0,Direct,desktop,1,Georgia,0,1,(direct),0
0,4/24/2019,0,Direct,desktop,3,Illinois,0,3,(direct),0
1,4/24/2019,98028,Direct,desktop,1,Indiana,95.19000244,1,(direct),1
1,4/24/2019,98028,Direct,desktop,2,Maryland,14.94999981,2,(direct),1
0,4/24/2019,0,Direct,desktop,2,Michigan,0,2,(direct),0
0,4/24/2019,0,Direct,desktop,2,Minnesota,0,2,(direct),0
0,4/24/2019,0,Direct,desktop,3,Mississippi,0,2,(direct),0
0,4/24/2019,0,Direct,desktop,1,Nebraska,0,1,(direct),0
0,4/24/2019,0,Direct,desktop,1,New Jersey,0,1,(direct),0
0,4/24/2019,0,Direct,desktop,2,New York,0,2,(direct),0
0.666666667,4/24/2019,29744,Direct,desktop,6,North Carolina,112.8800011,8,(direct),3
0,4/24/2019,0,Direct,desktop,2,Ohio,0,2,(direct),0
1,4/24/2019,18432,Direct,desktop,1,Pennsylvania,60.65000153,1,(direct),1
0,4/24/2019,98028,Direct,desktop,3,South Carolina,14.94999981,2,(direct),1
0,4/24/2019,0,Direct,desktop,1,Texas,0,1,(direct),0
0,4/24/2019,0,Direct,mobile,3,Alaska,0,3,(direct),0
0,4/24/2019,0,Direct,mobile,4,Arizona,0,6,(direct),0
0,4/24/2019,0,Direct,mobile,1,Arkansas,0,1,(direct),0
0,4/24/2019,0,Direct,mobile,12,California,0,16,(direct),0
0,4/24/2019,0,Direct,mobile,3,Colorado,0,4,(direct),0
0,4/24/2019,0,Direct,mobile,2,Connecticut,0,3,(direct),0
0,4/24/2019,0,Direct,mobile,4,District of Columbia,0,8,(direct),0
0,4/24/2019,0,Direct,mobile,2,England,0,1,(direct),0
0,4/24/2019,0,Direct,mobile,9,Florida,0,9,(direct),0
0,4/24/2019,0,Direct,mobile,10,Georgia,0,14,(direct),0
0,4/24/2019,0,Direct,mobile,6,Illinois,0,11,(direct),0
0,4/24/2019,0,Direct,mobile,3,Indiana,0,3,(direct),0
0,4/24/2019,0,Direct,mobile,1,Maine,0,1,(direct),0
0,4/24/2019,0,Direct,mobile,4,Maryland,0,4,(direct),0
0.5,4/24/2019,98028,Direct,mobile,3,Michigan,1.710000038,4,(direct),1
0,4/24/2019,0,Direct,mobile,1,Mississippi,0,1,(direct),0
0,4/24/2019,0,Direct,mobile,3,Nebraska,0,3,(direct),0
0,4/24/2019,0,Direct,mobile,3,New Jersey,0,3,(direct),0
1,4/24/2019,29744,Direct,mobile,7,New York,45.95000076,6,(direct),2
1,4/24/2019,0,Direct,mobile,10,North Carolina,0,12,(direct),1
0,4/24/2019,0,Direct,mobile,7,Ohio,0,8,(direct),0
0,4/24/2019,0,Direct,mobile,4,Oregon,0,4,(direct),0
0,4/24/2019,0,Direct,mobile,6,Pennsylvania,0,8,(direct),0
0,4/24/2019,0,Direct,mobile,1,Sonora,0,1,(direct),0
0,4/24/2019,0,Direct,mobile,2,South Carolina,0,2,(direct),0
0,4/24/2019,0,Direct,mobile,5,Tennessee,0,4,(direct),0
0,4/24/2019,0,Direct,mobile,11,Texas,0,20,(direct),0
0,4/24/2019,0,Direct,mobile,1,Tuscany,0,1,(direct),0
0.5,4/24/2019,29744,Direct,mobile,3,Virginia,9.199999809,6,(direct),1
0,4/24/2019,0,Direct,mobile,2,Washington,0,2,(direct),0
0,4/24/2019,0,Direct,tablet,2,California,0,2,(direct),0
0,4/24/2019,0,Direct,tablet,1,Texas,0,1,(direct),0
0,4/24/2019,0,Display,desktop,1,Florida,0,1,google,0
0,4/24/2019,0,Display,mobile,1,Connecticut,0,1,google,0
0,4/24/2019,0,Display,mobile,1,North Carolina,0,1,google,0
0,4/24/2019,0,Organic Search,desktop,1,North Carolina,0,1,google,0
0,4/24/2019,0,Organic Search,desktop,1,Alabama,0,1,aol,0
0,4/24/2019,0,Organic Search,desktop,1,Arizona,0,1,bing,0
0,4/24/2019,0,Organic Search,desktop,1,Arizona,0,1,google,0
0,4/24/2019,0,Organic Search,desktop,2,British Columbia,0,2,google,0
0,4/24/2019,0,Organic Search,desktop,1,California,0,1,bing,0
0,4/24/2019,0,Organic Search,desktop,5,California,0,5,google,0
0,4/24/2019,0,Organic Search,desktop,2,Colorado,0,2,google,0
0,4/24/2019,0,Organic Search,desktop,1,Connecticut,0,1,bing,0
0,4/24/2019,0,Organic Search,desktop,2,Connecticut,0,2,google,0
0,4/24/2019,0,Organic Search,desktop,1,Delaware,0,1,google,0
0,4/24/2019,0,Organic Search,desktop,4,Dubai,0,3,google,0
0,4/24/2019,0,Organic Search,desktop,1,Dubai,0,1,yahoo,0
0,4/24/2019,0,Organic Search,desktop,1,Federation of Bosnia and Herzegovina,0,1,google,0
0,4/24/2019,0,Organic Search,desktop,1,Florida,0,1,bing,0
0,4/24/2019,0,Organic Search,desktop,3,Florida,0,3,google,0
1,4/24/2019,26626,Organic Search,desktop,3,Georgia,10.28999996,3,google,1
0,4/24/2019,0,Organic Search,desktop,5,Illinois,0,4,google,0
0,4/24/2019,0,Organic Search,desktop,1,Indiana,0,1,google,0
0,4/24/2019,0,Organic Search,desktop,1,Iowa,0,1,google,0
0,4/24/2019,0,Organic Search,desktop,1,Islamabad Capital Territory,0,1,google,0
1,4/24/2019,98028,Organic Search,desktop,3,Kentucky,49.95000076,3,google,1
0,4/24/2019,0,Organic Search,desktop,1,Lazio,0,1,google,0
0,4/24/2019,0,Organic Search,desktop,1,Maryland,0,1,google,0
0,4/24/2019,0,Organic Search,desktop,1,Massachusetts,0,1,google,0
0,4/24/2019,0,Organic Search,desktop,1,Minnesota,0,1,google,0
0,4/24/2019,0,Organic Search,desktop,1,Mississippi,0,1,google,0
0,4/24/2019,0,Organic Search,desktop,1,Nevada,0,1,bing,0
0,4/24/2019,0,Organic Search,desktop,1,New Jersey,0,1,bing,0
0,4/24/2019,0,Organic Search,desktop,1,New Jersey,0,1,google,0
0,4/24/2019,0,Organic Search,desktop,1,New York,0,1,bing,0
0,4/24/2019,0,Organic Search,desktop,2,New York,0,2,google,0
0,4/24/2019,0,Organic Search,desktop,4,North Carolina,0,4,google,0
0,4/24/2019,0,Organic Search,desktop,2,Ohio,0,2,google,0
0,4/24/2019,0,Organic Search,desktop,1,Oklahoma,0,1,bing,0
0,4/24/2019,0,Organic Search,desktop,5,Oklahoma,0,4,google,0
0,4/24/2019,0,Organic Search,desktop,1,Osaka Prefecture,0,1,google,0
0,4/24/2019,0,Organic Search,desktop,2,Pennsylvania,0,2,google,0
0,4/24/2019,0,Organic Search,desktop,1,Rhode Island,0,1,google,0
0,4/24/2019,0,Organic Search,desktop,1,Skane County,0,1,bing,0
0,4/24/2019,0,Organic Search,desktop,2,South Carolina,0,2,google,0
0,4/24/2019,0,Organic Search,desktop,1,Tamil Nadu,0,1,google,0
0,4/24/2019,0,Organic Search,desktop,1,Tennessee,0,1,google,0
0,4/24/2019,18432,Organic Search,desktop,7,Texas,49.95000076,5,google,1
0,4/24/2019,0,Organic Search,desktop,1,Victoria,0,1,google,0
0,4/24/2019,0,Organic Search,desktop,1,Virginia,0,1,google,0
0,4/24/2019,0,Organic Search,desktop,1,Washington,0,1,bing,0
0,4/24/2019,0,Organic Search,desktop,1,Western Cape,0,1,google,0
0,4/24/2019,0,Organic Search,mobile,3,Arizona,0,3,google,0
0,4/24/2019,0,Organic Search,mobile,2,Arkansas,0,2,google,0
0,4/24/2019,0,Organic Search,mobile,11,California,0,17,google,0
0,4/24/2019,0,Organic Search,mobile,1,Colorado,0,1,google,0
0,4/24/2019,0,Organic Search,mobile,1,England,0,1,google,0
0,4/24/2019,0,Organic Search,mobile,1,Florida,0,1,bing,0
0,4/24/2019,0,Organic Search,mobile,4,Florida,0,5,google,0
0,4/24/2019,0,Organic Search,mobile,5,Georgia,0,5,google,0
0,4/24/2019,0,Organic Search,mobile,1,Hawaii,0,2,google,0
0,4/24/2019,0,Organic Search,mobile,3,Illinois,0,5,google,0
0,4/24/2019,0,Organic Search,mobile,1,Indiana,0,1,google,0
0,4/24/2019,0,Organic Search,mobile,1,Kentucky,0,1,google,0
0,4/24/2019,0,Organic Search,mobile,2,Louisiana,0,2,google,0
0,4/24/2019,0,Organic Search,mobile,1,Madhya Pradesh,0,1,google,0
0,4/24/2019,0,Organic Search,mobile,1,Maharashtra,0,1,google,0
0,4/24/2019,0,Organic Search,mobile,3,Maryland,0,4,google,0
0,4/24/2019,0,Organic Search,mobile,1,Massachusetts,0,1,google,0
0,4/24/2019,0,Organic Search,mobile,1,Michigan,0,1,bing,0
0,4/24/2019,0,Organic Search,mobile,3,Michigan,0,3,google,0
